Site,Good,Bad,State,Bad Tags
Pad Total (miller_farms):214
mingo/pad;MINGO_CRC_JF,46,8,Needs work,
mingo/wells/well_1;MINGO_SE_CRC_JF_6H,35,4,Close,
mingo/wells/well_2;MINGO_S_CRC_JF_4H,24,15,Needs work,
mingo/wells/well_3;MINGO_SW_CRC_JF_2H,20,19,Needs work,
mingo/wells/well_4;MINGO_W_CRC_JF_8H,21,16,Needs work,
Pad Total (mingo):232
mobile_gaslift/pad;None,0,0,Unable to Process!
Pad Total (mobile_gaslift):0
mobile_gaslift_2/pad;None,0,0,Unable to Process!
Pad Total (mobile_gaslift_2):0
mobile_gaslift_3/pad;None,0,0,Unable to Process!
Pad Total (mobile_gaslift_3):0
mobile_gaslift_4/pad;None,0,0,Unable to Process!
Pad Total (mobile_gaslift_4):0
mobile_gaslift_5/pad;None,0,0,Unable to Process!
Pad Total (mobile_gaslift_5):0
mohorovich/pad;MOHOROVICH_RCH_GR,66,41,Needs work,
mohorovich/wells/well_1;MOHOROVICH_E_RCH_GR_4H,28,14,Needs work,
mohorovich/wells/well_2;MOHOROVICH_E_RCH_GR_3H,21,21,Needs work,
mohorovich/wells/well_3;MOHOROVICH_E_RCH_GR_2H,23,19,Needs work,
mohorovich/wells/well_4;MOHOROVICH_W_RCH_GR_14H,23,19,Needs work,
mohorovich/wells/well_5;MOHOROVICH_W_RCH_GR_8H,21,21,Needs work,
mohorovich/wells/well_6;MOHOROVICH_W_RCH_GR_1H,8,35,Needs work,
Pad Total (mohorovich):433
monroe/pad;MONROE_NORTH,0,74,Failed!,
monroe/wells/well_1;MONROE_NORTH_UNIT_1H,0,23,Failed!,
monroe/wells/well_2;MONROE_NORTH_UNIT_2H,0,23,Failed!,
monroe/wells/well_3;MONROE_NORTH_UNIT_C_2H,0,24,Failed!,
Pad Total (monroe):144
nbl_1/pad;ALABASTER_STC_NB_1,0,16,Failed!,
nbl_1/wells/well_1;ALABASTER_STC_NB_1_1H,0,21,Failed!,
Pad Total (nbl_1):49
nbl_11/pad;LODESTAR_ENC_NB_11,0,30,Failed!,
nbl_11/wells/well_1;LODESTAR_W_ENC_NB_11_1H,0,23,Failed!,
nbl_11/wells/well_2;LODESTAR_ENC_NB_11_3H,0,22,Failed!,
nbl_11/wells/well_3;LODESTAR_E_ENC_NB_11_5H,0,22,Failed!,
Pad Total (nbl_11):115
nbl_16/pad;BILLY_SHERMAN_SNC_NB_16,0,37,Failed!,
nbl_16/wells/well_1;BILLY_SHERMAN_S_SNC_NB_16_1H,0,20,Failed!,
nbl_16/wells/well_2;BILLY_SHERMAN_N_SNC_NB_16_3H,0,20,Failed!,
Pad Total (nbl_16):89
nbl_18/pad;RUBY_OPAL_SNC_NB_18,6,29,Needs work,
nbl_18/wells/well_1;RUBY_OPAL_SNC_NB_18_5H,7,25,Needs work,
nbl_18/wells/well_2;RUBY_OPAL_SNC_NB_18_9H,0,32,Failed!,
nbl_18/wells/well_3;RUBY_OPAL_SNC_NB_18_1H,0,39,Failed!,
nbl_18/wells/well_4;RUBY_OPAL_SNC_NB_18_3H,0,32,Failed!,
nbl_18/wells/well_5;RUBY_OPAL_SNC_NB_18_7H,0,32,Failed!,
nbl_18/wells/well_6;RUBY_OPAL_SE_SNC_NB_6H,0,0,Unable to Process!
nbl_18/wells/well_7;RUBY_OPAL_S_SNC_NB_4H,0,0,Unable to Process!
nbl_18/wells/well_8;RUBY_OPAL_SW_SNC_NB_2H,0,0,Unable to Process!
Pad Total (nbl_18):227
nbl_19/pad;MOONSTONE_SNC_NB_19,0,51,Failed!,
nbl_19/wells/well_1;MOONSTONE_SNC_NB_19_1H,0,22,Failed!,
nbl_19/wells/well_2;MOONSTONE_SNC_NB_19_3H,0,22,Failed!,
nbl_19/wells/well_3;MOONSTONE_SNC_NB_19_5H,0,22,Failed!,
Pad Total (nbl_19):135
nbl_30/pad;MATADOR_MRN_NB_30,8,11,Needs work,
nbl_30/wells/well_1;MATADOR_MRN_NB_30_6H,26,0,Unable to Process!
nbl_30/wells/well_2;MATADOR_MRN_NB_30_4H,30,0,Unable to Process!
nbl_30/wells/well_3;MATADOR_MRN_NB_30_2H,28,0,Unable to Process!
Pad Total (nbl_30):103
nbl_33/pad;NORTHSTAR_ENC_NB_33,0,36,Failed!,
nbl_33/wells/well_1;NORTHSTAR_W_ENC_NB_33_1H,0,21,Failed!,
nbl_33/wells/well_2;NORTHSTAR_ENC_NB_33_3H,0,21,Failed!,
nbl_33/wells/well_3;NORTHSTAR_E_ENC_NB_33_5H,0,21,Failed!,
Pad Total (nbl_33):117
nbl_34/pad;DEBASER_CNT_NB_34,0,43,Failed!,
nbl_34/wells/well_1;DEBASER_CNT_NB_34_2H,0,21,Failed!,
nbl_34/wells/well_2;DEBASER_CNT_NB_34_4H,0,21,Failed!,
nbl_34/wells/well_3;DEBASER_CNT_NB_34_6H,0,21,Failed!,
nbl_34/wells/well_4;DEBASER_CNT_NB_34_8H,0,21,Failed!,
Pad Total (nbl_34):151
nbl_36/pad;WINSTON_SMITH_STC_NB_36,0,76,Failed!,
nbl_36/wells/well_1;WINSTON_SMITH_STC_NB_36_2H,0,32,Failed!,
nbl_36/wells/well_2;WINSTON_SMITH_STC_NB_36_4H,0,32,Failed!,
nbl_36/wells/well_3;WINSTON_SMITH_STC_NB_36_6H,0,32,Failed!,
Pad Total (nbl_36):208
nbl_39/pad;VAULT_MRN_NB_39,0,51,Failed!,
nbl_39/wells/well_1;VAULT_S_MRN_NB_39_4H,0,21,Failed!,
nbl_39/wells/well_2;VAULT_N_MRN_NB_39_1H,0,21,Failed!,
nbl_39/wells/well_3;VAULT_S_MRN_NB_39_2H,0,20,Failed!,
nbl_39/wells/well_4;VAULT_N_MRN_NB_39_3H,0,20,Failed!,
Pad Total (nbl_39):158
noelle/pad;NOELLE_CRC_JF,63,5,Needs work,
noelle/wells/well_1;NOELLE_SW_CRC_JF_6H,32,7,Needs work,
noelle/wells/well_2;NOELLE_SW_CRC_JF_4H,22,18,Needs work,
noelle/wells/well_3;NOELLE_W_CRC_JF_2H,16,24,Needs work,
noelle/wells/well_4;NOELLE_SE_CRC_JF_8H,17,24,Needs work,
noelle/wells/well_5;NOELLE_SE_CRC_JF_10H,16,25,Needs work,
Pad Total (noelle):294
nolan/pad;NOLAN_CRC_JF,55,5,Needs work,
nolan/wells/well_1;NOLAN_NW_CRC_JF_1H,28,7,Needs work,
nolan/wells/well_2;NOLAN_NE_CRC_JF_3H,26,16,Needs work,
nolan/wells/well_3;NOLAN_S_CRC_JF_2H,29,10,Needs work,
nolan/wells/well_4;NOLAN_S_CRC_JF_4H,27,8,Needs work,
nolan/wells/well_5;NOLAN_S_CRC_JF_6H,29,9,Needs work,
Pad Total (nolan):280
oboy/pad;OBOY_CLR_BL,40,6,Needs work,
oboy/wells/well_1;OBOY_NW_CLR_BL_3H,31,11,Needs work,
oboy/wells/well_2;OBOY_SE_CLR_BL_8H,25,17,Needs work,
oboy/wells/well_3;OBOY_SW_CLR_BL_4H,20,18,Needs work,
oboy/wells/well_4;OBOY_SW_CLR_BL_2H,18,20,Needs work,
oboy/wells/well_5;OBOY_NE_CLR_BL_9H,19,19,Needs work,
oboy/wells/well_6;OBOY_NE_CLR_BL_7H,20,21,Needs work,
oboy/wells/well_7;OBOY_N_CLR_BL_5H,19,18,Needs work,
Pad Total (oboy):362
oliver/pad;OLIVER_CLR_BL,60,10,Needs work,
oliver/wells/well_1;OLIVER_E_CLR_BL_10H,35,10,Needs work,
oliver/wells/well_2;OLIVER_E_CLR_BL_12H,24,21,Needs work,
oliver/wells/well_3;OLIVER_SW_CLR_BL_2H,22,14,Needs work,
oliver/wells/well_4;OLIVER_SW_CLR_BL_4H,16,19,Needs work,
oliver/wells/well_5;OLIVER_SE_CLR_BL_6H,12,24,Needs work,
oliver/wells/well_6;OLIVER_SE_CLR_BL_8H,7,24,Needs work,
Pad Total (oliver):328
omaits/pad;OMAITS_SMF_JF,53,0,Perfect!,
omaits/wells/well_1;BUDDY_SMF_JF_7H,34,4,Close,
omaits/wells/well_2;BUDDY_SMF_JF_5H,32,7,Needs work,
omaits/wells/well_3;OMAITS_SMF_JF_3H,32,7,Needs work,
omaits/wells/well_4;OMAITS_SMF_JF_1H,30,7,Needs work,
Pad Total (omaits):230
oxford_a/pad;ATMOS_OXF_GR,37,6,Needs work,
oxford_a/wells/well_1;ATMOS_W_OXF_GR_3H,11,0,Perfect!,
oxford_a/wells/well_2;ATMOS_W_OXF_GR_5H,10,0,Perfect!,
oxford_a/wells/well_3;ATMOS_W_OXF_GR_1H,10,0,Perfect!,
oxford_a/wells/well_4;ATMOS_E_OXF_GR_7H,17,0,Perfect!,
Pad Total (oxford_a):91
packer/pad;PACKER_MTP_JF,48,3,Close,
packer/wells/well_1;PACKER_NW_MTP_JF_1H,37,9,Needs work,
packer/wells/well_2;PACKER_N_MTP_JF_3H,35,11,Needs work,
packer/wells/well_3;PACKER_NE_MTP_JF_5H,35,11,Needs work,
Pad Total (packer):207
pang/pad;PANG_WHL_BL,75,11,Needs work,
pang/wells/well_1;PANG_WHL_BL_4H,31,5,Needs work,
pang/wells/well_2;PANG_WHL_BL_2H,31,5,Needs work,
pang/wells/well_3;PANG_WHL_BL_6H,31,6,Needs work,
pang/wells/well_4;PANG_NW_WHL_BL_1H,30,8,Needs work,
pang/wells/well_5;PANG_NW_WHL_BL_3H,31,7,Needs work,
pang/wells/well_6;PANG_NE_WHL_BL_5H,31,7,Needs work,
Pad Total (pang):341
patriot/pad;PATRIOT_STB_JF,67,11,Needs work,
patriot/wells/well_1;PATRIOT_NW_STB_JF_1H,29,7,Needs work,
patriot/wells/well_2;PATRIOT_SW_STB_JF_2H,31,18,Needs work,
patriot/wells/well_3;PATRIOT_NE_STB_JF_3H,30,19,Needs work,
patriot/wells/well_4;PATRIOT_SW_STB_JF_4H,30,19,Needs work,
patriot/wells/well_5;PATRIOT_NE_STB_JF_5H,29,12,Needs work,
patriot/wells/well_6;PATRIOT_SE_STB_JF_6H,23,8,Needs work,
Pad Total (patriot):363
pavich/pad;PAVICH,0,31,Failed!,
pavich/wells/well_1;BAUMBERGER_UNIT_5H,22,0,Unable to Process!
pavich/wells/well_2;PAVICH_UNIT_1H,0,22,Failed!,
pavich/wells/well_3;PAVICH_UNIT_3H,0,22,Failed!,
pavich/wells/well_4;PAVICH_UNIT_5H,0,25,Failed!,
Pad Total (pavich):122
pearl/pad;PEARL_WEL_JF,0,53,Failed!,
pearl/wells/well_1;PEARL_NW_WEL_JF_1H,0,39,Failed!,
pearl/wells/well_2;PEARL_W_WEL_JF_3H,0,37,Failed!,
pearl/wells/well_3;PEARL_N_WEL_JF_5H,0,37,Failed!,
pearl/wells/well_4;PEARL_E_WEL_JF_7H,0,37,Failed!,
pearl/wells/well_5;PEARL_NE_WEL_JF_9H,0,37,Failed!,
Pad Total (pearl):270
pettay/pad;RHF_PETTAY_NTG_HR,62,19,Needs work,
pettay/wells/well_1;RHF_PETTAY_S_NTG_HR_2H,50,7,Needs work,
pettay/wells/well_2;RHF_PETTAY_S_NTG_HR_4H,47,8,Needs work,
pettay/wells/well_3;RHF_PETTAY_S_NTG_HR_6H,49,8,Needs work,
pettay/wells/well_4;RHF_PETTAY_S_NTG_HR_8H,49,8,Needs work,
pettay/wells/well_5;RHF_PETTAY_S_NTG_HR_10H,41,16,Needs work,
Pad Total (pettay):389
phillips/pad;PHILLIPS_MTP_JF,56,4,Close,
phillips/wells/well_1;PHILLIPS_NE_MTP_JF_6H,34,3,Close,
phillips/wells/well_2;PHILLIPS_N_MTP_JF_4H,24,14,Needs work,
Pad Total (phillips):145
pickens/pad;PICKENS_SHC_HR,60,4,Close,
pickens/wells/well_1;PICKENS_W_SHC_HR_1H,39,7,Needs work,
pickens/wells/well_2;PICKENS_W_SHC_HR_3H,35,9,Needs work,
pickens/wells/well_3;PICKENS_E_SHC_HR_5H,35,9,Needs work,
Pad Total (pickens):217
piergallini/pad;PIERGALLINI_SMF_JF,56,6,Needs work,
piergallini/wells/well_1;PIERGALLINI_SMF_JF_2H,30,3,Close,
piergallini/wells/well_2;PIERGALLINI_SMF_JF_4H,20,14,Needs work,
piergallini/wells/well_3;PIERGALLINI_SMF_JF_6H,20,14,Needs work,
Pad Total (piergallini):178
pine_valley/pad;PINE_VALLEY_GRN_HR,52,0,Perfect!,
pine_valley/wells/well_1;PINE_VALLEY_NW_GRN_HR_1H,37,18,Needs work,
pine_valley/wells/well_2;PINE_VALLEY_N_GRN_HR_3H,31,18,Needs work,
pine_valley/wells/well_3;PINE_VALLEY_NE_GRN_HR_5H,32,18,Needs work,
pine_valley/wells/well_4;PINE_VALLEY_NE_GRN_HR_7H,36,14,Needs work,
Pad Total (pine_valley):276
pol/pad;POL_PES_BL,58,12,Needs work,
pol/wells/well_1;POL_PES_BL_1H,36,5,Needs work,
pol/wells/well_2;POL_PES_BL_3H,32,12,Needs work,
pol/wells/well_3;POL_PES_BL_5H,19,8,Needs work,
pol/wells/well_4;FINNEY_PES_BL_1H,31,11,Needs work,
Pad Total (pol):239
porco/pad;PORCO_WRN_JF,50,3,Close,
porco/wells/well_1;CREAMER_WRN_JF_4H,45,2,Close,
porco/wells/well_2;CREAMER_WRN_JF_2H,33,9,Needs work,
Pad Total (porco):152
porterfield/pad;PORTERFIELD_A_RCH_BL,0,11,Unable to Process!
porterfield/wells/well_1;PORTERFIELD_GAS_UNIT_C_1H-17,0,2,Unable to Process!
Pad Total (porterfield):0
porterfield_b/pad;PORTERFIELD_B_RCH_BL,121,0,Unable to Process!
porterfield_b/wells/well_1;PORTERFIELD_B_W_RCH_BL_3H-A,0,43,Failed!,
porterfield_b/wells/well_2;PORTERFIELD_B_W_RCH_BL_1H,0,43,Failed!,
porterfield_b/wells/well_3;PORTERFIELD_B_E_RCH_BL_5H,0,43,Failed!,
porterfield_b/wells/well_4;PORTERFIELD_B_E_RCH_BL_7H,48,0,Unable to Process!
porterfield_b/wells/well_5;PORTERFIELD_B_E_RCH_BL_9H,48,0,Unable to Process!
Pad Total (porterfield_b):361
prosser/pad;PROSSER_E_UNN_BL,36,4,Close,
prosser/wells/well_1;PROSSER_SW_UNN_BL_4H,34,7,Needs work,
prosser/wells/well_2;PROSSER_SE_UNN_BL_6H,29,12,Needs work,
prosser/wells/well_3;PROSSER_SE_UNN_BL_8H,21,14,Needs work,
prosser/wells/well_4;PROSSER_SW_UNN_BL_2H,10,29,Needs work,
prosser/wells/well_5;PROSSER_SE_UNN_BL_10H,11,28,Needs work,
Pad Total (prosser):266
r_hoover/pad;R_HOOVER_WHL_BL,86,13,Needs work,
r_hoover/wells/well_1;R_HOOVER_WHL_BL_5H,31,3,Close,
r_hoover/wells/well_2;R_HOOVER_WHL_BL_3H,24,14,Needs work,
r_hoover/wells/well_3;R_HOOVER_WHL_BL_1H,21,14,Needs work,
r_hoover/wells/well_4;R_HOOVER_SE_WHL_BL_8H,18,25,Needs work,
r_hoover/wells/well_5;R_HOOVER_S_WHL_BL_6H,22,20,Needs work,
r_hoover/wells/well_6;R_HOOVER_W_WHL_BL_4H,14,31,Needs work,
r_hoover/wells/well_7;R_HOOVER_SW_WHL_BL_2H,14,27,Needs work,
Pad Total (r_hoover):420
raber/pad;RABER_LND_GR,78,9,Needs work,
raber/wells/well_1;RABER_E_LND_GR_12H,37,17,Needs work,
raber/wells/well_2;RABER_E_LND_GR_10H,33,21,Needs work,
raber/wells/well_3;RABER_E_LND_GR_8H,31,23,Needs work,
raber/wells/well_4;RABER_W_LND_GR_6H,32,22,Needs work,
raber/wells/well_5;RABER_W_LND_GR_4H,14,32,Needs work,
raber/wells/well_6;RABER_W_LND_GR_2H,13,37,Needs work,
Pad Total (raber):460
rector/pad;RECTOR_MTP_JF,84,4,Close,
rector/wells/well_1;RECTOR_MTP_JF_2H,31,8,Needs work,
rector/wells/well_2;RECTOR_MTP_JF_4H,23,12,Needs work,
rector/wells/well_3;RECTOR_MTP_JF_6H,23,12,Needs work,
rector/wells/well_4;RECTOR_NE_MTP_JF_5H,36,10,Needs work,
rector/wells/well_5;RECTOR_N_MTP_JF_3H,34,10,Needs work,
rector/wells/well_6;RECTOR_NW_MTP_JF_1H,51,0,Unable to Process!
Pad Total (rector):363
rector_c/pad;RECTOR_C_RCH_GR,73,11,Needs work,
rector_c/wells/well_1;RECTOR_C_RCH_GR_4H,55,1,Close,
rector_c/wells/well_2;RECTOR_C_RCH_GR_3H,44,11,Needs work,
rector_c/wells/well_3;RECTOR_E_RCH_GR_2H,42,14,Needs work,
rector_c/wells/well_4;RECTOR_1-H,43,13,Needs work,
rector_c/wells/well_5;RECTOR_E_RCH_GR_6H,44,12,Needs work,
rector_c/wells/well_6;RECTOR_C_RCH_GR_11H,32,37,Needs work,
Pad Total (rector_c):511
red_hill/pad;RED_HILL_FARM_MDS_GR,101,3,Close,
red_hill/wells/well_1;RED_HILL_FARM_MDS_GR_5H,40,15,Needs work,
red_hill/wells/well_2;RED_HILL_FARM_MDS_GR_3H,32,21,Needs work,
red_hill/wells/well_3;RED_HILL_FARM_MDS_GR_1H,32,21,Needs work,
red_hill/wells/well_4;RED_HILL_FARM_SE_MDS_GR_10H,32,8,Needs work,
red_hill/wells/well_5;RED_HILL_FARM_SE_MDS_GR_8H,32,8,Needs work,
red_hill/wells/well_6;RED_HILL_FARM_SE_MDS_GR_6H,16,25,Needs work,
red_hill/wells/well_7;RED_HILL_FARM_SW_MDS_GR_4H,16,25,Needs work,
Pad Total (red_hill):477
reitz/pad;REITZ_MED_BL,43,1,Close,
reitz/wells/well_1;REITZ_UNIT_5H,23,7,Needs work,
reitz/wells/well_2;REITZ_UNIT_MED_BL_3H,37,7,Needs work,
reitz/wells/well_3;NORTH_WEST_MED_BL_4H,42,7,Needs work,
Pad Total (reitz):167
rock_ridge/pad;ROCK_RIDGE_WRN_BL,96,81,Needs work,
rock_ridge/wells/well_1;ROCK_RIDGE_SW_WRN_BL_2H,38,7,Needs work,
rock_ridge/wells/well_2;ROCK_RIDGE_SW_WRN_BL_4H,26,17,Needs work,
rock_ridge/wells/well_3;ROCK_RIDGE_S_WRN_BL_6H,21,22,Needs work,
rock_ridge/wells/well_4;ROCK_RIDGE_S_WRN_BL_8H,22,22,Needs work,
rock_ridge/wells/well_5;ROCK_RIDGE_SE_WRN_BL_10H,21,24,Needs work,
Pad Total (rock_ridge):427
ronald/pad;RONALD_SMF_JF,51,0,Perfect!,
ronald/wells/well_1;RONALD_S_SMF_JF_2H,32,4,Close,
ronald/wells/well_2;RONALD_S_SMF_JF_4H,30,7,Needs work,
ronald/wells/well_3;RONALD_NE_SMF_JF_1H,32,7,Needs work,
Pad Total (ronald):181
rose/pad;ROSE_NTG_HR,62,19,Needs work,
rose/wells/well_1;ROSE_S_NTG_HR_8H,43,11,Needs work,
rose/wells/well_2;ROSE_S_NTG_HR_6H,44,10,Needs work,
rose/wells/well_3;ROSE_S_NTG_HR_4H,43,11,Needs work,
rose/wells/well_4;ROSE_S_NTG_HR_2H,43,11,Needs work,
Pad Total (rose):337
ross/pad;ROSS_WHL_BL,65,8,Needs work,
ross/wells/well_1;ROSS_NW_WHL_BL_1H,32,7,Needs work,
ross/wells/well_2;ROSS_NE_WHL_BL_3H,22,26,Needs work,
ross/wells/well_3;ROSS_SW_WHL_BL_2H,14,28,Needs work,
Pad Total (ross):217
roxy/pad;ROXY_CRC_JF,50,1,Close,
roxy/wells/well_1;ROXY_NW_CRC_JF_1H,34,4,Close,
roxy/wells/well_2;ROXY_N_CRC_JF_3H,32,7,Needs work,
roxy/wells/well_3;ROXY_NE_CRC_JF_5H,32,7,Needs work,
Pad Total (roxy):185
ruth/pad;RUTH_MTP_JF,52,9,Needs work,
ruth/wells/well_1;RUTH_E_MTP_JF_8H,32,4,Close,
ruth/wells/well_2;RUTH_E_MTP_JF_6H,30,7,Needs work,
ruth/wells/well_3;RUTH_W_MTP_JF_4H,30,7,Needs work,
ruth/wells/well_4;RUTH_W_MTP_JF_2H,32,7,Needs work,
ruth/wells/well_5;RUTH_NE_MTP_JF_9H,16,30,Needs work,
ruth/wells/well_6;RUTH_MTP_JF_7H,15,32,Needs work,
ruth/wells/well_7;RUTH_C_MTP_JF_5H,14,33,Needs work,
ruth/wells/well_8;RUTH_N_MTP_JF_3H,14,33,Needs work,
ruth/wells/well_9;RUTH_NW_MTP_JF_1H,18,23,Needs work,
Pad Total (ruth):487
satori/pad;SATORI_WEL_JF,49,0,Perfect!,
satori/wells/well_1;SATORI_SE_WEL_JF_4H,34,4,Close,
satori/wells/well_2;SATORI_SW_WEL_JF_2H,34,5,Needs work,
satori/wells/well_3;SATORI_N_WEL_JF_3H,33,5,Needs work,
satori/wells/well_4;SATORI_N_WEL_JF_1H,33,5,Needs work,
Pad Total (satori):222
schnegg/pad;SCHNEGG_UNIT_B,33,39,Needs work,
schnegg/wells/well_1;SCHNEGG_UNIT_C_7H,30,6,Needs work,
schnegg/wells/well_2;SCHNEGG_UNIT_B_9H,30,6,Needs work,
schnegg/wells/well_3;SCHNEGG_UNIT_C_5H,30,6,Needs work,
schnegg/wells/well_4;SCHNEGG_UNIT_B_3H,30,6,Needs work,
Pad Total (schnegg):216
scout/pad;SCOUT_SHC_HR,0,0,Failed!,
scout/wells/well_1;SCOUT_E_SHC_HR_5H,0,78,Unable to Process!
scout/wells/well_2;SCOUT_W_SHC_HR_3H,0,73,Unable to Process!
scout/wells/well_3;SCOUT_W_SHC_HR_1H,0,73,Unable to Process!
scout/wells/well_4;SCOUT_NE_SHC_HR_11H,0,73,Unable to Process!
scout/wells/well_5;SCOUT_N_SHC_HR_9H,0,73,Unable to Process!
scout/wells/well_6;SCOUT_NW_SHC_HR_7H,0,73,Unable to Process!
Pad Total (scout):2
seabright/pad;SEABRIGHT_CLR_BL,70,4,Close,
seabright/wells/well_1;SEABRIGHT_CLR_BL_6H,19,14,Needs work,
seabright/wells/well_2;SEABRIGHT_CLR_BL_4H,19,14,Needs work,
seabright/wells/well_3;SEABRIGHT_CLR_BL_2H-A,23,6,Needs work,
seabright/wells/well_4;SEABRIGHT_N_CLR_BL_3H,35,0,Unable to Process!
seabright/wells/well_5;SEABRIGHT_N_CLR_BL_1H,38,0,Unable to Process!
Pad Total (seabright):257
sheporgi/pad;SHEPORGI_GRN_HR,59,0,Perfect!,
sheporgi/wells/well_1;SHEPORGI_E_GRN_HR_5H,0,35,Failed!,
sheporgi/wells/well_2;SHEPORGI_GRN_HR_3H,18,27,Needs work,
sheporgi/wells/well_3;SHEPORGI_W_GRN_HR_1H,0,32,Failed!,
sheporgi/wells/well_4;SHEPORGI_SW_GRN_HR_2H,10,20,Needs work,
sheporgi/wells/well_5;SHEPORGI_SW_GRN_HR_4H,10,21,Needs work,
sheporgi/wells/well_6;SHEPORGI_S_GRN_HR_6H,35,0,Unable to Process!
sheporgi/wells/well_7;SHEPORGI_S_GRN_HR_8H,35,0,Unable to Process!
sheporgi/wells/well_8;SHEPORGI_SE_GRN_HR_10H,35,0,Unable to Process!
Pad Total (sheporgi):365
sherwood/pad;SHERWOOD_MRF_HR,40,8,Needs work,
sherwood/wells/well_1;SHERWOOD_E_MRF_HR_9H,39,1,Close,
sherwood/wells/well_2;SHERWOOD_MRF_HR_3H,33,7,Needs work,
sherwood/wells/well_3;SHERWOOD_W_MRF_HR_1H,30,9,Needs work,
Pad Total (sherwood):186
shipman/pad;SHIPMAN_WLS_GR,82,10,Needs work,
shipman/wells/well_1;SHIPMAN_WLS_GR_6H,38,16,Needs work,
shipman/wells/well_2;SHIPMAN_WLS_GR_4H,39,21,Needs work,
shipman/wells/well_3;SHIPMAN_WLS_GR_2H,37,23,Needs work,
Pad Total (shipman):296
shugert/pad;SHUGERT_DADDY_WLS_GR,78,31,Needs work,
shugert/wells/well_1;SHUGERT_DADDY_E_WLS_GR_5H,44,12,Needs work,
shugert/wells/well_2;SHUGERT_DADDY_WLS_GR_3H,51,11,Needs work,
shugert/wells/well_3;SHUGERT_DADDY_WLS_GR_1H,45,11,Needs work,
Pad Total (shugert):313
shutway/pad;SHUTWAY_UNN_BL,50,3,Close,
shutway/wells/well_1;SHUTWAY_SE_UNN_BL_8H,38,7,Needs work,
shutway/wells/well_2;SHUTWAY_E_UNN_BL_6H,25,20,Needs work,
shutway/wells/well_3;SHUTWAY_E_UNN_BL_4H,21,24,Needs work,
shutway/wells/well_4;SHUTWAY_W_UNN_BL_2H,22,24,Needs work,
Pad Total (shutway):254
sidwell/pad;SIDWELL_WHL_BL,82,9,Needs work,
sidwell/wells/well_1;SIDWELL_S_WHL_BL_6H,14,25,Needs work,
sidwell/wells/well_2;SIDWELL_SW_WHL_BL_4H,13,26,Needs work,
sidwell/wells/well_3;SIDWELL_SW_WHL_BL_2H,27,7,Needs work,
sidwell/wells/well_4;SIDWELL_SE_WHL_BL_8H,26,9,Needs work,
sidwell/wells/well_5;SIDWELL_SE_WHL_BL_10H,26,9,Needs work,
sidwell/wells/well_6;SIDWELL_N_WHL_BL_1H,26,9,Needs work,
Pad Total (sidwell):342
skull_fork/pad;SKULL_FORK_LND_GR,0,0,Unable to Process!
skull_fork/wells/well_1;SKULL_FORK_NW_LND_GR_1H,1,0,Unable to Process!
skull_fork/wells/well_2;SKULL_FORK_W_LND_GR_3H,0,0,Unable to Process!
skull_fork/wells/well_3;SKULL_FORK_N_LND_GR_5H,0,0,Unable to Process!
skull_fork/wells/well_4;SKULL_FORK_NE_LND_GR_7H,0,0,Unable to Process!
Pad Total (skull_fork):1
skull_fork_b/pad;SKULL_FORK_LND_GR,0,0,Unable to Process!
skull_fork_b/wells/well_1;SKULL_FORK_SW_LND_GR_2H,0,0,Unable to Process!
skull_fork_b/wells/well_2;SKULL_FORK_S_LND_GR_4H,0,0,Unable to Process!
skull_fork_b/wells/well_3;SKULL_FORK_S_LND_GR_6H,0,0,Unable to Process!
skull_fork_b/wells/well_4;SKULL_FORK_SE_LND_GR_8H,0,0,Unable to Process!
Pad Total (skull_fork_b):0
skyline/pad;SKYLINE_WHL_BL,25,1,Close,
skyline/wells/well_1;SKYLINE_E_WHL_BL_6H,39,3,Close,
skyline/wells/well_2;SKYLINE_E_WHL_BL_4H,33,9,Needs work,
skyline/wells/well_3;SKYLINE_W_WHL_BL_2H,31,11,Needs work,
Pad Total (skyline):170
slabaugh/pad;SLABAUGH_RCH_GR,81,25,Needs work,
slabaugh/wells/well_1;SLABAUGH_E_RCH_GR_5H,29,14,Needs work,
slabaugh/wells/well_2;SLABAUGH_W_RCH_GR_3H,27,17,Needs work,
slabaugh/wells/well_3;SLABAUGH_W_RCH_GR_1H,27,16,Needs work,
Pad Total (slabaugh):251
smith/pad;SMITH_CLR_BL,62,0,Perfect!,
smith/wells/well_1;SMITH_NW_CLR_BL_1H,33,0,Perfect!,
smith/wells/well_2;SMITH_NE_CLR_BL_3H,29,3,Close,
smith/wells/well_3;SMITH_NE_CLR_BL_5H,29,3,Close,
smith/wells/well_4;SMITH_NE_CLR_BL_7H,29,3,Close,
smith/wells/well_5;SMITH_SW_CLR_BL_2H,16,16,Needs work,
smith/wells/well_6;SMITH_SE_CLR_BL_4H,11,18,Needs work,
smith/wells/well_7;SMITH_SE_CLR_BL_6H,12,18,Needs work,
Pad Total (smith):317
smithfield/pad;SMITHFIELD_SMF_JF,86,26,Needs work,
smithfield/wells/well_1;SMITHFIELD_A_1H-27,21,1,Close,
smithfield/wells/well_2;SMITHFIELD_N_SMF_JF_7H,22,1,Close,
smithfield/wells/well_3;SMITHFIELD_N_SMF_JF_5H,22,1,Close,
smithfield/wells/well_4;DALRYMPLE_SMF_JF_3H,22,1,Close,
smithfield/wells/well_5;SMITHFIELD_A_2H,30,1,Close,
